iteration,Cd,Cl,Cd_pressure,Cd_friction
1090,4.54404759e-01,-1.33981270e-01,4.48446378e-01,5.95838082e-03
1091,4.54644725e-01,-1.35589778e-01,4.48695071e-01,5.94965434e-03
1092,4.54910613e-01,-1.37243393e-01,4.48970423e-01,5.94018993e-03
1093,4.55188645e-01,-1.38928729e-01,4.49258157e-01,5.93048817e-03
1094,4.55485751e-01,-1.40647182e-01,4.49564950e-01,5.92080055e-03
1095,4.55783061e-01,-1.42394209e-01,4.49871776e-01,5.91128518e-03
1096,4.56090484e-01,-1.44174210e-01,4.50188413e-01,5.90207033e-03
1097,4.56388358e-01,-1.45987915e-01,4.50495115e-01,5.89324326e-03
1098,4.56691357e-01,-1.47836487e-01,4.50806467e-01,5.88489079e-03
1099,4.56983224e-01,-1.49716775e-01,4.51106134e-01,5.87708976e-03
1100,4.57292012e-01,-1.51618733e-01,4.51422087e-01,5.86992480e-03
1101,4.57585860e-01,-1.53536105e-01,4.51722462e-01,5.86339771e-03
1102,4.57876457e-01,-1.55476204e-01,4.52018916e-01,5.85754105e-03
1103,4.58153846e-01,-1.57428181e-01,4.52301479e-01,5.85236757e-03
1104,4.58446507e-01,-1.59372991e-01,4.52598604e-01,5.84790318e-03
1105,4.58756840e-01,-1.61282224e-01,4.52912676e-01,5.84416409e-03
1106,4.59089762e-01,-1.63178864e-01,4.53248613e-01,5.84114964e-03
1107,4.59412472e-01,-1.65046989e-01,4.53573603e-01,5.83886849e-03
1108,4.59755660e-01,-1.66885094e-01,4.53918260e-01,5.83740060e-03
1109,4.60101256e-01,-1.68675890e-01,4.54264431e-01,5.83682430e-03
1110,4.60448068e-01,-1.70446475e-01,4.54610817e-01,5.83725093e-03
1111,4.60761690e-01,-1.72173413e-01,4.54922986e-01,5.83870404e-03
1112,4.61064374e-01,-1.73854395e-01,4.55223158e-01,5.84121631e-03
1113,4.61336594e-01,-1.75469402e-01,4.55491911e-01,5.84468265e-03
1114,4.61623819e-01,-1.77027256e-01,4.55774676e-01,5.84914250e-03
1115,4.61899650e-01,-1.78517106e-01,4.56045014e-01,5.85463634e-03
1116,4.62163987e-01,-1.79946590e-01,4.56302771e-01,5.86121621e-03
1117,4.62401724e-01,-1.81306842e-01,4.56532801e-01,5.86892390e-03
1118,4.62628319e-01,-1.82603639e-01,4.56750354e-01,5.87796554e-03
1119,4.62844898e-01,-1.83813262e-01,4.56956533e-01,5.88836456e-03
1120,4.63060103e-01,-1.84942581e-01,4.57159973e-01,5.90012972e-03
1121,4.63269071e-01,-1.85976826e-01,4.57355855e-01,5.91321600e-03
1122,4.63499820e-01,-1.86903076e-01,4.57572318e-01,5.92750243e-03
1123,4.63752817e-01,-1.87693995e-01,4.57809580e-01,5.94323708e-03
1124,4.64054562e-01,-1.88334638e-01,4.58094128e-01,5.96043451e-03
1125,4.64366990e-01,-1.88819602e-01,4.58387822e-01,5.97916793e-03
1126,4.64682203e-01,-1.89148749e-01,4.58682846e-01,5.99935707e-03
1127,4.64966172e-01,-1.89321133e-01,4.58945568e-01,6.02060392e-03
1128,4.65242536e-01,-1.89336870e-01,4.59199779e-01,6.04275763e-03
1129,4.65510724e-01,-1.89191822e-01,4.59444686e-01,6.06603783e-03
1130,4.65769677e-01,-1.88875301e-01,4.59680138e-01,6.08953894e-03
1131,4.65982746e-01,-1.88397015e-01,4.59870316e-01,6.11243006e-03
1132,4.66168036e-01,-1.87734407e-01,4.60033564e-01,6.13447198e-03
1133,4.66305217e-01,-1.86902131e-01,4.60148899e-01,6.15631758e-03
1134,4.66420410e-01,-1.85886505e-01,4.60242204e-01,6.17820563e-03
1135,4.66485920e-01,-1.84691589e-01,4.60285810e-01,6.20010993e-03
1136,4.66505515e-01,-1.83307549e-01,4.60283690e-01,6.22182434e-03
1137,4.66469993e-01,-1.81742739e-01,4.60226938e-01,6.24305575e-03
1138,4.66418908e-01,-1.79983915e-01,4.60155343e-01,6.26356486e-03
1139,4.66364113e-01,-1.78015075e-01,4.60079615e-01,6.28449856e-03
1140,4.66299493e-01,-1.75828751e-01,4.59994646e-01,6.30484638e-03
1141,4.66198830e-01,-1.73435570e-01,4.59875866e-01,6.32296362e-03
1142,4.66096314e-01,-1.70834258e-01,4.59757555e-01,6.33875965e-03
1143,4.65975232e-01,-1.68017814e-01,4.59622992e-01,6.35224060e-03
1144,4.65824552e-01,-1.65028251e-01,4.59460617e-01,6.36393532e-03
1145,4.65622920e-01,-1.61873088e-01,4.59248685e-01,6.37423558e-03
1146,4.65410605e-01,-1.58544841e-01,4.59027249e-01,6.38335587e-03
1147,4.65185850e-01,-1.55050249e-01,4.58794528e-01,6.39132173e-03
1148,4.64956382e-01,-1.51423124e-01,4.58558334e-01,6.39804743e-03
1149,4.64728060e-01,-1.47682368e-01,4.58324870e-01,6.40319035e-03
1150,4.64497948e-01,-1.43832835e-01,4.58091501e-01,6.40644716e-03
1151,4.64257621e-01,-1.39882025e-01,4.57850034e-01,6.40758659e-03
1152,4.64032613e-01,-1.35850028e-01,4.57626609e-01,6.40600410e-03
1153,4.63733153e-01,-1.31737351e-01,4.57333304e-01,6.39984919e-03
1154,4.63360032e-01,-1.27546077e-01,4.56996891e-01,6.36314187e-03
1155,4.62992977e-01,-1.23255767e-01,4.56654814e-01,6.33816240e-03
1156,4.62662779e-01,-1.18886228e-01,4.56334575e-01,6.32820320e-03
1157,4.62338747e-01,-1.14470566e-01,4.56020369e-01,6.31837770e-03
1158,4.62059898e-01,-1.10034702e-01,4.55751732e-01,6.30816574e-03
1159,4.61843078e-01,-1.05627268e-01,4.55545382e-01,6.29769577e-03
1160,4.61681001e-01,-1.01296569e-01,4.55393905e-01,6.28709625e-03
1161,4.61511835e-01,-9.70546907e-02,4.55235648e-01,6.27618708e-03
1162,4.61326028e-01,-9.29230834e-02,4.55061747e-01,6.26428069e-03
1163,4.61160755e-01,-8.88883044e-02,4.54908940e-01,6.25181525e-03
1164,4.60922140e-01,-8.50496328e-02,4.54683469e-01,6.23867089e-03
1165,4.60613671e-01,-8.14196321e-02,4.54388822e-01,6.22484966e-03
1166,4.60297565e-01,-7.79978825e-02,4.54087465e-01,6.21009972e-03
1167,4.60019664e-01,-7.48204241e-02,4.53826587e-01,6.19307666e-03
1168,4.59786755e-01,-7.18689205e-02,4.53613397e-01,6.17335797e-03
1169,4.59598345e-01,-6.91621679e-02,4.53440033e-01,6.15831227e-03
1170,4.59382361e-01,-6.67420920e-02,4.53234579e-01,6.14778271e-03
1171,4.59144062e-01,-6.46061906e-02,4.53004564e-01,6.13949776e-03
1172,4.58893140e-01,-6.27424157e-02,4.52759660e-01,6.13347963e-03
1173,4.58623522e-01,-6.11358616e-02,4.52493769e-01,6.12975233e-03
1174,4.58236375e-01,-5.98483520e-02,4.52108509e-01,6.12786522e-03
1175,4.57709481e-01,-5.88892454e-02,4.51582025e-01,6.12745682e-03
1176,4.57044504e-01,-5.82687010e-02,4.50916425e-01,6.12807914e-03
1177,4.56313495e-01,-5.79766013e-02,4.50184261e-01,6.12923373e-03
1178,4.55591970e-01,-5.80097059e-02,4.49461520e-01,6.13044995e-03
1179,4.54926295e-01,-5.83305779e-02,4.48794794e-01,6.13150066e-03
1180,4.54275482e-01,-5.88936237e-02,4.48143457e-01,6.13202492e-03
1181,4.53640211e-01,-5.96818935e-02,4.47509479e-01,6.13073195e-03
1182,4.53052698e-01,-6.06489013e-02,4.46924674e-01,6.12802305e-03
1183,4.52435851e-01,-6.17740233e-02,4.46311972e-01,6.12387904e-03
1184,4.51759740e-01,-6.30629715e-02,4.45641224e-01,6.11851643e-03
1185,4.51163240e-01,-6.44928987e-02,4.45051195e-01,6.11204553e-03
1186,4.50647139e-01,-6.60606181e-02,4.44542843e-01,6.10429663e-03
1187,4.50217973e-01,-6.77749444e-02,4.44122995e-01,6.09497776e-03
1188,4.49922048e-01,-6.96379713e-02,4.43838149e-01,6.08389929e-03
1189,4.49729865e-01,-7.16391353e-02,4.43658988e-01,6.07087702e-03
1190,4.49556522e-01,-7.37531564e-02,4.43500436e-01,6.05608528e-03
1191,4.49426694e-01,-7.59639451e-02,4.43387229e-01,6.03946593e-03
1192,4.49325327e-01,-7.82696598e-02,4.43304553e-01,6.02077373e-03
1193,4.49313493e-01,-8.06736370e-02,4.43313154e-01,6.00033918e-03
1194,4.49415948e-01,-8.31291921e-02,4.43437100e-01,5.97884880e-03
1195,4.49631830e-01,-8.56472449e-02,4.43674192e-01,5.95763831e-03
1196,4.49919050e-01,-8.82220346e-02,4.43980608e-01,5.93844270e-03
1197,4.50269882e-01,-9.08544984e-02,4.44348776e-01,5.92110618e-03
1198,4.50684756e-01,-9.35147723e-02,4.44783718e-01,5.90103765e-03
1199,4.51153259e-01,-9.62083473e-02,4.45277044e-01,5.87621461e-03
1200,4.51655792e-01,-9.89168076e-02,4.45807824e-01,5.84796812e-03
1201,4.52177924e-01,-1.01637814e-01,4.46360265e-01,5.81765813e-03
1202,4.52722849e-01,-1.04348708e-01,4.46936920e-01,5.78592917e-03
1203,4.53257010e-01,-1.07057083e-01,4.47503793e-01,5.75321740e-03
1204,4.53773966e-01,-1.09764704e-01,4.48054061e-01,5.71990528e-03
1205,4.54333192e-01,-1.12461975e-01,4.48646961e-01,5.68623128e-03
1206,4.54935915e-01,-1.15150890e-01,4.49283477e-01,5.65243786e-03
1207,4.55550978e-01,-1.17838545e-01,4.49932236e-01,5.61874198e-03
1208,4.56139017e-01,-1.20535054e-01,4.50553715e-01,5.58530181e-03
1209,4.56652535e-01,-1.23247935e-01,4.51099724e-01,5.55281099e-03
1210,4.57123925e-01,-1.25949084e-01,4.51602156e-01,5.52176929e-03
1211,4.57549057e-01,-1.28637050e-01,4.52056605e-01,5.49245249e-03
1212,4.57970944e-01,-1.31297048e-01,4.52505871e-01,5.46507284e-03
1213,4.58419809e-01,-1.33913169e-01,4.52980102e-01,5.43970705e-03
1214,4.58904486e-01,-1.36486349e-01,4.53487987e-01,5.41649928e-03
1215,4.59402002e-01,-1.39003322e-01,4.54006686e-01,5.39531639e-03
1216,4.59861551e-01,-1.41453904e-01,4.54485719e-01,5.37583250e-03
1217,4.60294273e-01,-1.43854267e-01,4.54936201e-01,5.35807231e-03
1218,4.60718045e-01,-1.46202343e-01,4.55376013e-01,5.34203246e-03
1219,4.61122140e-01,-1.48500687e-01,4.55794258e-01,5.32788190e-03
1220,4.61522111e-01,-1.50747234e-01,4.56206360e-01,5.31575033e-03
1221,4.61889258e-01,-1.52938817e-01,4.56583624e-01,5.30563417e-03
1222,4.62230247e-01,-1.55077589e-01,4.56932695e-01,5.29755247e-03
1223,4.62540374e-01,-1.57163226e-01,4.57248598e-01,5.29177549e-03
1224,4.62830555e-01,-1.59195968e-01,4.57542587e-01,5.28796817e-03
1225,4.63063885e-01,-1.61199572e-01,4.57778059e-01,5.28582636e-03
1226,4.63285600e-01,-1.63184355e-01,4.58000107e-01,5.28549330e-03
1227,4.63470796e-01,-1.65119352e-01,4.58183712e-01,5.28708486e-03
1228,4.63638139e-01,-1.66974380e-01,4.58347520e-01,5.29061905e-03
1229,4.63769874e-01,-1.68735744e-01,4.58473750e-01,5.29612416e-03
1230,4.63848512e-01,-1.70389305e-01,4.58544842e-01,5.30367075e-03
1231,4.63903186e-01,-1.71916960e-01,4.58589804e-01,5.31338203e-03
1232,4.63914164e-01,-1.73324833e-01,4.58588837e-01,5.32532661e-03
1233,4.63905326e-01,-1.74581591e-01,4.58565902e-01,5.33942485e-03
1234,4.63874652e-01,-1.75715027e-01,4.58519211e-01,5.35544100e-03
1235,4.63831044e-01,-1.76717164e-01,4.58457673e-01,5.37337139e-03
1236,4.63748106e-01,-1.77565800e-01,4.58354993e-01,5.39311329e-03
1237,4.63680366e-01,-1.78227224e-01,4.58265582e-01,5.41478353e-03
1238,4.63638805e-01,-1.78711188e-01,4.58200164e-01,5.43864047e-03
1239,4.63598547e-01,-1.79043806e-01,4.58134083e-01,5.46446410e-03
1240,4.63568911e-01,-1.79209814e-01,4.58076692e-01,5.49221897e-03
1241,4.63523942e-01,-1.79173549e-01,4.58002107e-01,5.52183485e-03
1242,4.63447428e-01,-1.78915885e-01,4.57893820e-01,5.55360813e-03
1243,4.63370863e-01,-1.78403874e-01,4.57783357e-01,5.58750559e-03
1244,4.63337297e-01,-1.77620127e-01,4.57714042e-01,5.62325476e-03
1245,4.63285871e-01,-1.76564770e-01,4.57625366e-01,5.66050423e-03
1246,4.63215064e-01,-1.75267513e-01,4.57516107e-01,5.69895785e-03
1247,4.63133136e-01,-1.73712828e-01,4.57394113e-01,5.73902290e-03
1248,4.63005860e-01,-1.71899139e-01,4.57224241e-01,5.78161857e-03
1249,4.62837855e-01,-1.69851565e-01,4.57005777e-01,5.83207752e-03
1250,4.62653231e-01,-1.67551232e-01,4.56760246e-01,5.89298573e-03
1251,4.62435639e-01,-1.64944695e-01,4.56489595e-01,5.94604436e-03
1252,4.62200428e-01,-1.62052470e-01,4.56210068e-01,5.99036011e-03
1253,4.61923919e-01,-1.58926198e-01,4.55893018e-01,6.03090129e-03
1254,4.61655947e-01,-1.55576425e-01,4.55587613e-01,6.06833393e-03
1255,4.61419021e-01,-1.52019085e-01,4.55316681e-01,6.10233964e-03
1256,4.61192632e-01,-1.48259398e-01,4.55059605e-01,6.13302685e-03
1257,4.60985878e-01,-1.44324497e-01,4.54825090e-01,6.16078763e-03
1258,4.60800627e-01,-1.40200423e-01,4.54615063e-01,6.18556438e-03
1259,4.60556027e-01,-1.35904032e-01,4.54348846e-01,6.20718057e-03
1260,4.60250078e-01,-1.31440260e-01,4.54024636e-01,6.22544155e-03
1261,4.59915189e-01,-1.26791275e-01,4.53674960e-01,6.24022923e-03
1262,4.59545082e-01,-1.21976134e-01,4.53293293e-01,6.25178821e-03
1263,4.59157716e-01,-1.17019946e-01,4.52897197e-01,6.26051920e-03
1264,4.58843155e-01,-1.11916950e-01,4.52576558e-01,6.26659741e-03
1265,4.58559735e-01,-1.06693317e-01,4.52289273e-01,6.27046194e-03
1266,4.58246142e-01,-1.01388911e-01,4.51974026e-01,6.27211589e-03
1267,4.57992040e-01,-9.60103038e-02,4.51720638e-01,6.27140162e-03
1268,4.57761261e-01,-9.05752604e-02,4.51493649e-01,6.26761245e-03
1269,4.57473334e-01,-8.51023016e-02,4.51212561e-01,6.26077370e-03
1270,4.57117999e-01,-7.96638185e-02,4.50866893e-01,6.25110624e-03
1271,4.56739608e-01,-7.42872724e-02,4.50502106e-01,6.23750127e-03
1272,4.56402122e-01,-6.89802404e-02,4.50180862e-01,6.22125963e-03
1273,4.56080803e-01,-6.37568408e-02,4.49877354e-01,6.20344946e-03
1274,4.55730770e-01,-5.86498536e-02,4.49545031e-01,6.18573974e-03
1275,4.55362741e-01,-5.36750663e-02,4.49192812e-01,6.16992921e-03
1276,4.54979964e-01,-4.88813270e-02,4.48825163e-01,6.15480091e-03
1277,4.54662869e-01,-4.43086920e-02,4.48523295e-01,6.13957391e-03
1278,4.54387198e-01,-3.99703728e-02,4.48264012e-01,6.12318556e-03
1279,4.54155105e-01,-3.58560784e-02,4.48051750e-01,6.10335453e-03
1280,4.53958332e-01,-3.19650594e-02,4.47878118e-01,6.08021414e-03
1281,4.53810839e-01,-2.83326338e-02,4.47746509e-01,6.06432979e-03
1282,4.53726848e-01,-2.50229187e-02,4.47671863e-01,6.05498503e-03
1283,4.53702759e-01,-2.21146838e-02,4.47652672e-01,6.05008641e-03
1284,4.53710346e-01,-1.96437658e-02,4.47661361e-01,6.04898422e-03
1285,4.53686997e-01,-1.76202694e-02,4.47636449e-01,6.05054761e-03
1286,4.53549366e-01,-1.60353089e-02,4.47495415e-01,6.05395073e-03
1287,4.53283717e-01,-1.48772956e-02,4.47227321e-01,6.05639578e-03
1288,4.52890046e-01,-1.41756083e-02,4.46835483e-01,6.05456328e-03
1289,4.52454283e-01,-1.38884853e-02,4.46403984e-01,6.05029944e-03
1290,4.52066111e-01,-1.39636907e-02,4.46021672e-01,6.04443898e-03
1291,4.51755119e-01,-1.44019106e-02,4.45719600e-01,6.03551878e-03
1292,4.51468998e-01,-1.52030483e-02,4.45450833e-01,6.01816464e-03
1293,4.51227634e-01,-1.62135425e-02,4.45246506e-01,5.98112851e-03
1294,4.50956569e-01,-1.73674991e-02,4.44998536e-01,5.95803255e-03
1295,4.50706061e-01,-1.86296803e-02,4.44763045e-01,5.94301509e-03
1296,4.50428173e-01,-1.99795026e-02,4.44499691e-01,5.92848190e-03
1297,4.50166007e-01,-2.13803851e-02,4.44253010e-01,5.91299685e-03
1298,4.49944627e-01,-2.27958014e-02,4.44048588e-01,5.89603871e-03
1299,4.49781105e-01,-2.42342201e-02,4.43903862e-01,5.87724230e-03
1300,4.49690330e-01,-2.56624610e-02,4.43833681e-01,5.85664930e-03
1301,4.49688125e-01,-2.70533194e-02,4.43853835e-01,5.83428959e-03
1302,4.49771655e-01,-2.84299920e-02,4.43961519e-01,5.81013558e-03
1303,4.49890175e-01,-2.97595039e-02,4.44106250e-01,5.78392536e-03
1304,4.49999362e-01,-3.10042649e-02,4.44244270e-01,5.75509262e-03
1305,4.50103659e-01,-3.21609923e-02,4.44379870e-01,5.72378897e-03
1306,4.50206509e-01,-3.32263799e-02,4.44516022e-01,5.69048695e-03
1307,4.50296164e-01,-3.42184796e-02,4.44640641e-01,5.65552263e-03
1308,4.50401965e-01,-3.51217960e-02,4.44783625e-01,5.61834019e-03
1309,4.50556441e-01,-3.59076679e-02,4.44977776e-01,5.57866484e-03
1310,4.50700885e-01,-3.66052504e-02,4.45164591e-01,5.53629386e-03
1311,4.50849566e-01,-3.72326452e-02,4.45358424e-01,5.49114208e-03
1312,4.51027238e-01,-3.78021229e-02,4.45584175e-01,5.44306214e-03
1313,4.51236902e-01,-3.83127153e-02,4.45844802e-01,5.39209969e-03
1314,4.51476997e-01,-3.87524640e-02,4.46137750e-01,5.33924781e-03
1315,4.51713396e-01,-3.90970555e-02,4.46428171e-01,5.28522546e-03
1316,4.51970425e-01,-3.93285338e-02,4.46739569e-01,5.23085650e-03
1317,4.52229017e-01,-3.94536684e-02,4.47052083e-01,5.17693443e-03
1318,4.52469817e-01,-3.94833651e-02,4.47346072e-01,5.12374486e-03
1319,4.52701766e-01,-3.94454225e-02,4.47630573e-01,5.07119377e-03
1320,4.52925656e-01,-3.93434896e-02,4.47906353e-01,5.01930364e-03
1321,4.53170488e-01,-3.92037821e-02,4.48202512e-01,4.96797552e-03
1322,4.53436446e-01,-3.90221190e-02,4.48519675e-01,4.91677091e-03
1323,4.53687413e-01,-3.88144084e-02,4.48823129e-01,4.86428403e-03
1324,4.53913773e-01,-3.85616495e-02,4.49109828e-01,4.80394429e-03
1325,4.54078338e-01,-3.82707824e-02,4.49349995e-01,4.72834303e-03
1326,4.54238156e-01,-3.79098380e-02,4.49578997e-01,4.65915900e-03
1327,4.54416291e-01,-3.75019563e-02,4.49807270e-01,4.60902118e-03
1328,4.54587737e-01,-3.70722105e-02,4.50020901e-01,4.56683646e-03
1329,4.54710299e-01,-3.66282728e-02,4.50182630e-01,4.52766877e-03
1330,4.54786229e-01,-3.61780123e-02,4.50296058e-01,4.49017049e-03
1331,4.54833399e-01,-3.57228173e-02,4.50379072e-01,4.45432729e-03
1332,4.54862986e-01,-3.52741174e-02,4.50442695e-01,4.42029133e-03
1333,4.54867263e-01,-3.48212722e-02,4.50478367e-01,4.38889678e-03
1334,4.54934770e-01,-3.44153105e-02,4.50574430e-01,4.36033988e-03
1335,4.54970477e-01,-3.40268340e-02,4.50636453e-01,4.33402371e-03
1336,4.54974012e-01,-3.37098289e-02,4.50664276e-01,4.30973601e-03
1337,4.54960693e-01,-3.34145946e-02,4.50673490e-01,4.28720290e-03
1338,4.54900248e-01,-3.31835213e-02,4.50633957e-01,4.26629086e-03
1339,4.54825155e-01,-3.30038393e-02,4.50578315e-01,4.24684056e-03
1340,4.54726013e-01,-3.29034005e-02,4.50497187e-01,4.22882639e-03
1341,4.54632767e-01,-3.28455032e-02,4.50420377e-01,4.21238934e-03
1342,4.54540491e-01,-3.28548544e-02,4.50342946e-01,4.19754430e-03
1343,4.54467601e-01,-3.28993226e-02,4.50283377e-01,4.18422397e-03
1344,4.54389758e-01,-3.29850775e-02,4.50217665e-01,4.17209365e-03
1345,4.54338121e-01,-3.30926446e-02,4.50177658e-01,4.16046298e-03
1346,4.54295669e-01,-3.32305813e-02,4.50148180e-01,4.14748926e-03
1347,4.54307635e-01,-3.33813253e-02,4.50177038e-01,4.13059633e-03
1348,4.54347055e-01,-3.35408837e-02,4.50235899e-01,4.11115563e-03
1349,4.54412241e-01,-3.36859010e-02,4.50318440e-01,4.09380154e-03
1350,4.54495999e-01,-3.38308422e-02,4.50414586e-01,4.08141213e-03
1351,4.54641257e-01,-3.39588516e-02,4.50568015e-01,4.07324250e-03
1352,4.54820619e-01,-3.40593055e-02,4.50752821e-01,4.06779864e-03
1353,4.55044891e-01,-3.41149001e-02,4.50980750e-01,4.06414068e-03
1354,4.55282442e-01,-3.41158233e-02,4.51221966e-01,4.06047548e-03
1355,4.55420109e-01,-3.41018216e-02,4.51472025e-01,3.94808485e-03
1356,4.55684634e-01,-3.40100560e-02,4.51726923e-01,3.95771052e-03
1357,4.55921917e-01,-3.38337397e-02,4.51953839e-01,3.96807835e-03
1358,4.56150841e-01,-3.35704701e-02,4.52170466e-01,3.98037494e-03
1359,4.56388219e-01,-3.32314140e-02,4.52393933e-01,3.99428646e-03
1360,4.56630791e-01,-3.28141328e-02,4.52620813e-01,4.00997839e-03
1361,4.56879415e-01,-3.23122658e-02,4.52852009e-01,4.02740624e-03
1362,4.57145621e-01,-3.17217950e-02,4.53099166e-01,4.04645433e-03
1363,4.57434734e-01,-3.10424318e-02,4.53367667e-01,4.06706774e-03
1364,4.57749693e-01,-3.02945621e-02,4.53660624e-01,4.08906825e-03
1365,4.58099419e-01,-2.94972880e-02,4.53986702e-01,4.11271697e-03
1366,4.58490013e-01,-2.86462707e-02,4.54351794e-01,4.13821956e-03
1367,4.58880316e-01,-2.77321272e-02,4.54714661e-01,4.16565433e-03
1368,4.59262219e-01,-2.67348466e-02,4.55067209e-01,4.19501034e-03
1369,4.59631600e-01,-2.56436001e-02,4.55405597e-01,4.22600284e-03
1370,4.60018564e-01,-2.44872580e-02,4.55760506e-01,4.25805859e-03
1371,4.60418073e-01,-2.32441168e-02,4.56127533e-01,4.29054068e-03
1372,4.60885389e-01,-2.19169620e-02,4.56562475e-01,4.32291421e-03
1373,4.61425415e-01,-2.05253134e-02,4.57070392e-01,4.35502260e-03
1374,4.62046516e-01,-1.90521519e-02,4.57659498e-01,4.38701783e-03
1375,4.62724880e-01,-1.74828766e-02,4.58305751e-01,4.41912906e-03
1376,4.63485250e-01,-1.58311175e-02,4.59033761e-01,4.45148978e-03
1377,4.64293847e-01,-1.41100463e-02,4.59809698e-01,4.48414844e-03
1378,4.65147393e-01,-1.23290551e-02,4.60630533e-01,4.51686069e-03
1379,4.66016046e-01,-1.05268802e-02,4.61467009e-01,4.54903770e-03
1380,4.66880842e-01,-8.69805087e-03,4.62300749e-01,4.58009354e-03
1381,4.67708845e-01,-6.83973595e-03,4.63099390e-01,4.60945486e-03
1382,4.68523785e-01,-4.95793719e-03,4.63886101e-01,4.63768357e-03
1383,4.69356326e-01,-3.06589783e-03,4.64689898e-01,4.66642827e-03
1384,4.70214238e-01,-1.16130948e-03,4.65517539e-01,4.69669853e-03
1385,4.71091771e-01,7.37315668e-04,4.66362785e-01,4.72898629e-03
1386,4.72007274e-01,2.61164075e-03,4.67243869e-01,4.76340469e-03
1387,4.72933555e-01,4.44968634e-03,4.68134449e-01,4.79910586e-03
1388,4.73836313e-01,6.23873466e-03,4.69000855e-01,4.83545724e-03
1389,4.74714725e-01,7.95456640e-03,4.69842833e-01,4.87189211e-03
1390,4.75557305e-01,9.59792123e-03,4.70648781e-01,4.90852394e-03
1391,4.76411307e-01,1.11602704e-02,4.71464553e-01,4.94675438e-03
1392,4.77308160e-01,1.26404135e-02,4.72320404e-01,4.98775583e-03
1393,4.78253984e-01,1.40152973e-02,4.73219877e-01,5.03410714e-03
1394,4.79304246e-01,1.52755562e-02,4.74215069e-01,5.08917727e-03
1395,4.80395367e-01,1.63968422e-02,4.75247543e-01,5.14782382e-03
1396,4.81484363e-01,1.73985231e-02,4.76283927e-01,5.20043550e-03
1397,4.82547026e-01,1.83079483e-02,4.77300080e-01,5.24694543e-03
1398,4.83511383e-01,1.91366788e-02,4.78221272e-01,5.29011151e-03
1399,4.84345370e-01,1.98912937e-02,4.79014377e-01,5.33099304e-03
1400,4.85063317e-01,2.05678388e-02,4.79693808e-01,5.36950950e-03
1401,4.85666356e-01,2.11556572e-02,4.80260401e-01,5.40595510e-03
1402,4.86163311e-01,2.16369288e-02,4.80722662e-01,5.44064873e-03
1403,4.86552533e-01,2.20018722e-02,4.81079057e-01,5.47347601e-03
1404,4.86817552e-01,2.22465027e-02,4.81313336e-01,5.50421606e-03
1405,4.86988901e-01,2.23682068e-02,4.81456455e-01,5.53244636e-03
1406,4.87043204e-01,2.23842537e-02,4.81485162e-01,5.55804287e-03
1407,4.87005395e-01,2.23203232e-02,4.81423959e-01,5.58143568e-03
1408,4.86868134e-01,2.21871268e-02,4.81264838e-01,5.60329671e-03
1409,4.86619582e-01,2.19932402e-02,4.80996379e-01,5.62320296e-03
1410,4.86245817e-01,2.17408349e-02,4.80605084e-01,5.64073256e-03
1411,4.85702488e-01,2.14256317e-02,4.80047186e-01,5.65530193e-03
1412,4.85054841e-01,2.10770263e-02,4.79388531e-01,5.66630950e-03
1413,4.84392224e-01,2.07281026e-02,4.78719078e-01,5.67314611e-03
1414,4.83749591e-01,2.03776458e-02,4.78073236e-01,5.67635479e-03
1415,4.83126096e-01,2.00180223e-02,4.77449031e-01,5.67706525e-03
1416,4.82560027e-01,1.96420133e-02,4.76883965e-01,5.67606217e-03
1417,4.82069295e-01,1.92502094e-02,4.76396094e-01,5.67320143e-03
1418,4.81667008e-01,1.88603820e-02,4.76001953e-01,5.66505490e-03
1419,4.81373021e-01,1.85254893e-02,4.75726939e-01,5.64608197e-03
1420,4.81175638e-01,1.82305547e-02,4.75543633e-01,5.63200428e-03
1421,4.81032226e-01,1.78765850e-02,4.75402237e-01,5.62998838e-03
1422,4.80946489e-01,1.74703079e-02,4.75314569e-01,5.63191992e-03
1423,4.80851905e-01,1.69996844e-02,4.75221216e-01,5.63068887e-03
1424,4.80791058e-01,1.64926428e-02,4.75164857e-01,5.62620057e-03
1425,4.80719587e-01,1.59961408e-02,4.75099422e-01,5.62016482e-03
1426,4.80583820e-01,1.55176868e-02,4.74970043e-01,5.61377762e-03
1427,4.80439681e-01,1.50711939e-02,4.74832520e-01,5.60716035e-03
1428,4.80196239e-01,1.46701941e-02,4.74595668e-01,5.60057088e-03
1429,4.79890420e-01,1.42845127e-02,4.74295476e-01,5.59494464e-03
1430,4.79532990e-01,1.39134173e-02,4.73942179e-01,5.59081123e-03
1431,4.79090669e-01,1.35560809e-02,4.73502234e-01,5.58843519e-03
1432,4.78625433e-01,1.32315879e-02,4.73037385e-01,5.58804812e-03
1433,4.78184387e-01,1.29525474e-02,4.72594452e-01,5.58993520e-03
1434,4.77749295e-01,1.27002300e-02,4.72155455e-01,5.59383961e-03
1435,4.77239221e-01,1.25078946e-02,4.71639917e-01,5.59930398e-03
1436,4.76600772e-01,1.24318980e-02,4.70995022e-01,5.60575017e-03
1437,4.75858727e-01,1.24828133e-02,4.70246113e-01,5.61261414e-03
1438,4.74985175e-01,1.26677164e-02,4.69364979e-01,5.62019564e-03
1439,4.74011225e-01,1.29628631e-02,4.68383449e-01,5.62777625e-03
